;256330859;75662345;;;;
;337983453;75661209;;;;
;269229566;75660164;;;;
rug-oai-pure.rug.nl-publications_c576c320-dd2b-404b-8334-12d9a5ece4fc;369828127;75656205;;;;
;300908253;153872802;;;;
;364541350;75599201;;;;
;406632022;75625415;;;;
;254977332;205437494;;;;
;216423600;75601419;;;;
uu-oai-dspace.library.uu.nl-1874_237788;34157905X;406332118;;;;
;242419372;75657716;;;;
;293027757;98141651;;;;
;276831063;75624737;;;;
rug-oai-pure.rug.nl-publications_2b6673bc-12c1-45ef-9f3d-864380b77d5f;410560650;75648636;;;;
;273314440;75601842;;;;
;22710823X;90998855;;;;
;334625858;153872802;;;;
;291149987;75665980;;;;
;323937241;75613646;;;;
rug-oai-pure.rug.nl-publications_bcf114e9-c047-4a02-a372-7201c6566714;391104845;75658046;;;;
rug-oai-pure.rug.nl-publications_cc5034b4-2467-4e10-a7ad-cb4c6319e0e0;214223663;75658283;;;;
tud-oai-tudelft.nl-uuid-2e0f0fa3-7093-4a74-8cb2-59489ab1df8b;297830392;96947381;;;;
;301852014;75662981;;;;
tud-oai-tudelft.nl-uuid-de60c1ea-b6de-4600-aa8a-885dedb145cb;273458027;96947381;;;;
;287949303;327300647;;;;
ul-oai-openaccess.leidenuniv.nl-1887_3756;288663950;75628422;;;;
;217635415;263505294;;;;
;21586896X;75652196;;;;
;227299345;153872802;;;;
;304740292;75622882;;;;
ul-oai-openaccess.leidenuniv.nl-1887_15472;243407343;75656965;;;;
;237488868;75662981;;;;
;322141095;75603772;;;;
wur-oai-library.wur.nl-wurpubs_122336;21660043X;75663201;;;;
;239481461;75600722;;;;
rug-oai-pure.rug.nl-publications_875f8479-22f3-4a58-b229-84129ba17c0c;269255389;75614383;;;;
;417343302;75664127;;;;
;27377705X;75620596;;;;
wur-oai-library.wur.nl-wurpubs_349570;298082322;75626985;;;;
;291018661;75603233;;;;
;341348295;75623412;;;;
rug-oai-pure.rug.nl-publications_e35d2f54-51c4-44aa-be6b-7f471d71b3d1;390932132;75615193;;;;
rug-oai-pure.rug.nl-publications_414ada70-84b9-4a58-974e-b4f4cbbf3744;416582737;75628422;;;;
rug-oai-pure.rug.nl-publications_69400d7e-a8ba-4629-aa40-f079eea09798;411987798;07560129X;;;;
;392664801;244172382;;;;
;328838985;75659441;;;;
;372483615;153872802;;;;
;324172451;75628724;;;;
eur-oai-repub.eur.nl-30811;339428074;75616513;;;;
;26348002X;75613131;;;;
;355190303;75661098;;;;
;231025882;75662981;;;;
ul-oai-openaccess.leidenuniv.nl-1887_14482;32324579X;75664119;;;;
;235672629;75660938;;;;
;260312681;191737771;;;;
rug-oai-pure.rug.nl-publications_cf6543e0-ca4a-445b-82ed-12c71dd52476;420690557;75599767;;;;
eur-oai-repub.eur.nl-8019;297088491;75679779;;;;
tud-oai-tudelft.nl-uuid-19688ab3-2dcf-4db8-8c3b-dae7ddf7121c;290781272;75617544;;;;
eur-oai-repub.eur.nl-8175;297971905;75614146;;;;
;214104818;75621584;;;;
;287737713;75663201;;;;
;271548444;161484018;;;;
ul-oai-openaccess.leidenuniv.nl-1887_4392;294548491;126297290;;;;
eur-oai-repub.eur.nl-31968;240547403;21566180X;;;;
rug-oai-pure.rug.nl-publications_a1d202a7-b3ed-43c4-8d6a-6145cef8bab1;371264219;153872802;;;;
;357291557;75602040;;;;
;287749789;194449335;;;;
;37704640X;227762738;;;;
;245827110;75658852;;;;
;239487036;13705601X;;;;
;235218278;239541189;;;;
;220365423;75604671;;;;
;32712329X;75614855;;;;
;213104415;75608774;;;;
rug-oai-pure.rug.nl-publications_facdf8b0-f8f0-4280-b4de-6052925f382c;407627413;250117312;;;;
rug-oai-pure.rug.nl-publications_c3fd4de0-c2e3-4115-82bd-b1d86db4a326;419732381;267797737;;;;
tud-oai-tudelft.nl-uuid-0cdc0f86-70da-4fef-aa4f-6de8d671847b;326382879;75659670;;;;
;298763753;75648598;;;;
;411910752;75614286;;;;
;357475917;07561653X;;;;
;245005595;75647621;;;;
;256110026;239384881;;;;
rug-oai-pure.rug.nl-publications_20eb01db-5dfc-4590-864b-a4d6b121e0a6;262685531;07561474X;;;;
;413176207;75606852;;;;
;215110595;75606283;;;;
;326920595;75603209;;;;
rug-oai-pure.rug.nl-publications_fd0f5b94-647c-43eb-a043-e88b2f6aafb1;400383233;75658488;;;;
;298963493;75619954;;;;
;329600702;75664127;;;;
;288410629;75619849;;;;
rug-oai-pure.rug.nl-publications_f003a013-f85e-4764-9e70-7d28e8d57afe;264113896;75686252;;;;
;297995405;75599589;;;;
;276868587;75620596;;;;
;273870831;75598558;;;;
;252771494;75655624;;;;
rug-oai-pure.rug.nl-publications_3f416d35-fe15-447f-8f07-2c671f0d994e;406761086;75617145;;;;
;341233560;75621940;;;;
;237993287;75614766;;;;
;291151213;75601486;;;;
;375216030;34164854X;;;;
;260095656;75614359;;;;
eur-oai-repub.eur.nl-6753;274421305;191737771;;;;
;296167746;174882149;;;;
;217633676;18993588X;;;;
;24005623X;391741861;;;;
eur-oai-repub.eur.nl-14316;314372652;75652021;;;;
;262672324;243146582;;;;
;241743893;75620863;;;;
;276815882;75611368;;;;
rug-oai-pure.rug.nl-publications_1460e286-a90c-4051-891d-0ed01a9b29d2;236438581;75662981;;;;
;331852241;75606887;;;;
;229523811;75619806;;;;
;279950101;75647621;;;;
;262909340;75600536;;;;
;395986397;75618478;;;;
rug-oai-pure.rug.nl-publications_001e05d7-d567-4520-af10-d098b140a089;416457746;75657686;;;;
;263452654;75605902;;;;
;28480827X;29139731X;;;;
rug-oai-pure.rug.nl-publications_f9ca92bf-bf01-4b73-9381-304d566dc1eb;26463277X;75611651;;;;
;40507607X;75617064;;;;
;357301013;228056330;;;;
uu-oai-dspace.library.uu.nl-1874_697;249339269;227580532;;;;
;274737426;270934669;;;;
;321284259;75618761;;;;
;409811777;75654172;;;;
ul-oai-openaccess.leidenuniv.nl-1887_22747;369624432;75620790;;;;
;300145543;75652528;;;;
;321284771;75600617;;;;
;256541760;07560647X;;;;
;238693066;273849972;;;;
;217529976;217257666;;;;
;327113901;75614545;;;;
;397924194;75658003;;;;
rug-oai-pure.rug.nl-publications_a2d43517-2188-40cd-8af7-2caa1f410898;380610477;75614936;;;;
;250188767;75621606;;;;
eur-oai-repub.eur.nl-7355;26911307X;292322593;;;;
;320314200;75658488;;;;
;314117199;75616513;;;;
;243380321;75651386;;;;
;250192403;75614987;;;;
;32132806X;75663139;;;;
;413889025;75623226;;;;
rug-oai-pure.rug.nl-publications_5cafb3a1-0e0f-4c79-b004-38d3704ef674;392187574;264121368;;;;
;401740765;75636255;;;;
;372696279;75652528;;;;
;329318551;75603799;;;;
;227912128;75685744;;;;
;353789917;07560146X;;;;
;234805897;75677350;;;;
;294962832;75623633;;;;
rug-oai-pure.rug.nl-publications_35591de4-013f-4853-8e54-d13d71b95c03;317863096;75608774;;;;
uu-oai-dspace.library.uu.nl-1874_40159;324398638;18906515X;;;;
;297399845;189887990;;;;
ul-oai-openaccess.leidenuniv.nl-1887_2694;275852113;75600099;;;;
;271622059;124140912;;;;
;314115943;153872802;;;;
tud-oai-tudelft.nl-uuid-46e80996-1ff8-41fe-bd03-71c4d88ad629;321323246;07559918X;;;;
;392062356;75598280;;;;
;239443365;75601974;;;;
;357141504;75617056;;;;
;264603109;237788888;;;;
;31896323X;07565976X;;;;
;216796776;75662981;;;;
wur-oai-library.wur.nl-wurpubs_120343;227849612;75652374;;;;
;342945041;75615363;;;;
;277159342;75603209;;;;
;32062238X;07566285X;;;;
ul-oai-openaccess.leidenuniv.nl-1887_13727;317562673;75598558;;;;
rug-oai-pure.rug.nl-publications_959034a2-98f6-4000-bb3c-69eb437ecb24;395527880;75601419;;;;
rug-oai-pure.rug.nl-publications_fdffd8c8-6b41-49a8-b8b8-1aed73af0d58;370829190;184818672;;;;
;352770147;75619490;;;;
;270254803;75657708;;;;
;290464161;75665409;;;;
;327524545;136927971;;;;
;229931022;75605902;;;;
;341211133;75655624;;;;
rug-oai-pure.rug.nl-publications_b5be4717-076f-47e0-854c-938561349e33;413547213;265436885;;;;
rug-oai-pure.rug.nl-publications_70d0f3ca-5811-4074-a872-3bd66eab370e;396186130;75652528;;;;
;330029061;75657775;;;;
;392695871;75603462;;;;
;212930214;75614766;;;;
tud-oai-tudelft.nl-uuid-9bffd459-9d9e-4e59-a2bb-50ceb52aa067;250407558;75601923;;;;
rug-oai-pure.rug.nl-publications_0775293f-eae3-40e3-a131-e9adaf413e46;314025421;267797737;;;;
;343313677;75610086;;;;
rug-oai-pure.rug.nl-publications_54c56dc3-0a01-460b-8ab0-c2483e0b94f9;401336727;75622793;;;;
rug-oai-pure.rug.nl-publications_eaa992ae-d78b-4a0a-bcd3-364831ff648a;406749248;75658046;;;;
;256307334;07561491X;;;;
;370350162;75620030;;;;
;330611224;75613786;;;;
;271405139;75626012;;;;
tud-oai-tudelft.nl-uuid-95608804-9f38-46b6-8e8f-10050c655f48;289198801;15438125X;;;;
;315738731;75602962;;;;
ul-oai-openaccess.leidenuniv.nl-1887_4395;294561013;203379888;;;;
;411290126;158564022;;;;
;417343523;75607158;;;;
rug-oai-pure.rug.nl-publications_7c4e0ebf-76cf-4f64-aeec-7096aa919559;38061099X;75658283;;;;
rug-oai-pure.rug.nl-publications_294bbcb7-0191-411e-9c6e-4ec14b3a27e0;397039913;75659697;;;;
;400409429;75608375;;;;
;316172367;291927025;;;;
;322132738;75614855;;;;
;270476539;75600099;;;;
rug-oai-pure.rug.nl-publications_dd3e7e4b-a5c3-4e97-97fd-4a033afe94c3;403859212;190748389;;;;
;353783366;75615061;;;;
;341325112;75611813;;;;
;242309836;75664623;;;;
;267645902;84826533;;;;
;304407968;264121368;;;;
;318854988;75636204;;;;
tud-oai-tudelft.nl-uuid-217f096d-e52a-4c90-8f41-06de8b545a08;268884706;126610908;;;;
;240539222;96947381;;;;
uu-oai-dspace.library.uu.nl-1874_403;229931391;102366659;;;;
;24245111X;75609002;;;;
;395258308;75604795;;;;
rug-oai-pure.rug.nl-publications_22826367-15ec-4cfb-9df7-1331b7776f4c;249140802;75603799;;;;
;26160516X;75688255;;;;
;24916129X;145492346;;;;
;236669559;75601419;;;;
;275884821;75614545;;;;
;294685901;75614901;;;;
eur-oai-repub.eur.nl-7579;291481329;75679817;;;;
;270108114;75620898;;;;
;305090941;308323556;;;;
;338554904;27385576X;;;;
uu-oai-dspace.library.uu.nl-1874_828;258155396;330036203;;;;
;239491726;75618214;;;;
;329685651;242721591;;;;
;243049145;75608774;;;;
;291411606;75627825;;;;
tud-oai-tudelft.nl-uuid-ff969262-a7d0-4e0d-b44f-d173a1f1dcaf;230352871;15438125X;;;;
;328960454;75606852;;;;
tud-oai-tudelft.nl-uuid-e613a11d-65bd-4ce0-bbb9-6821cc455de3;35707341X;75600102;;;;
;252777808;126297290;;;;
uu-oai-dspace.library.uu.nl-1874_550;239253094;75611279;;;;
;245814744;75658003;;;;
;35560115X;07566366X;;;;
;310637791;75659344;;;;
rug-oai-pure.rug.nl-publications_7186d3aa-2a48-47ee-b62e-a29a7824e296;407634096;75655047;;;;
;239018427;255802099;;;;
rug-oai-pure.rug.nl-publications_deec8d3d-190c-4546-bd75-2cb52dc09b0e;338457631;267179693;;;;
ul-oai-openaccess.leidenuniv.nl-1887_17746;334354900;75660180;;;;
;403874785;175801274;;;;
;330669133;75603535;;;;
;250204487;75617757;;;;
;323446582;75687550;;;;
ul-oai-openaccess.leidenuniv.nl-1887_14734;324478046;75647621;;;;
rug-oai-pure.rug.nl-publications_395984be-f0d4-45d4-af3e-c4355596bfd2;264395727;270934669;;;;
;356611310;75618486;;;;
rug-oai-pure.rug.nl-publications_bdf1a3b6-6ed3-477b-b843-0835e1f26dae;411103679;75623080;;;;
;274376903;75601303;;;;
;364127708;75598450;;;;
;294239731;75599775;;;;
;262029898;07561765X;;;;
;336383126;07562172X;;;;
;281937648;75600420;;;;
;266970249;75613816;;;;
rug-oai-pure.rug.nl-publications_9c87b948-1f22-4075-9964-4b7bf96f39b9;40674694X;75605902;;;;
ul-oai-openaccess.leidenuniv.nl-1887_4394;296297577;75658100;;;;
uu-oai-dspace.library.uu.nl-1874_428;239007174;291944671;;;;
;372474268;75660180;;;;
;28795109X;239541189;;;;
;217258476;75653370;;;;
;402238362;294703136;;;;
;238749363;07561765X;;;;
;280593449;75659670;;;;
tud-oai-tudelft.nl-uuid-c9c89827-59c5-4e52-9e0f-69800d20ce6a;244583293;75600951;;;;
rug-oai-pure.rug.nl-publications_975ee121-bb07-4ca7-90a2-df73130f737a;296939722;75658488;;;;
;387621873;75621606;;;;
uu-oai-dspace.library.uu.nl-1874_1079;271391030;75608774;;;;
;29451533X;75616025;;;;
;289005183;07561653X;;;;
;27134072X;07560129X;;;;
;407630988;07563841X;;;;
;331560917;75663147;;;;
rug-oai-pure.rug.nl-publications_0ef530b1-709b-4285-b68d-016a67e6e928;408819499;75614901;;;;
;41032888X;75608774;;;;
;256956707;75623633;;;;
rug-oai-pure.rug.nl-publications_d7d7de5d-34d8-4890-aa8b-3646d2a02a45;393634426;75607204;;;;
uu-oai-dspace.library.uu.nl-1874_859;215892879;75619539;;;;
;324990847;75618516;;;;
;391755226;75684659;;;;
wur-oai-library.wur.nl-wurpubs_122315;22966489X;75659549;;;;
rug-oai-pure.rug.nl-publications_1e91c8d9-c109-4eff-bf9e-3b2fc96b897d;402214366;75654016;;;;
eur-oai-repub.eur.nl-31433;241156637;75659697;;;;
wur-oai-library.wur.nl-wurpubs_339795;27540126X;75599872;;;;
ul-oai-openaccess.leidenuniv.nl-1887_626;273365762;258321415;;;;
;241425956;121904644;;;;
;357280938;75625733;;;;
eur-oai-repub.eur.nl-20887;329232932;75675021;;;;
;281938598;75657635;;;;
;339163070;75654733;;;;
;315438304;271240156;;;;
;262822946;75620138;;;;
;409126322;75680114;;;;
;270092250;75685310;;;;
;288214498;75659921;;;;
;252355520;07560597X;;;;
rug-oai-pure.rug.nl-publications_0567e5c0-4564-4f00-a7f9-b0c21459b98e;410498211;15438125X;;;;
;263458881;75658046;;;;
eur-oai-repub.eur.nl-8062;297210947;75601419;;;;
;297371584;75662981;;;;
;357365860;07565976X;;;;
rug-oai-pure.rug.nl-publications_43551e4a-b714-4cce-9b1a-aa7cac18263f;376079932;297128736;;;;
;244148961;94669805;;;;
;24135658X;75615142;;;;
;352082895;263505294;;;;
eur-oai-repub.eur.nl-26746;338022600;07560146X;;;;
;273314513;75659670;;;;
;271427493;271240156;;;;
;231381948;163329117;;;;
;382622995;182795667;;;;
;271291036;75652528;;;;
;382261348;227762738;;;;
rug-oai-pure.rug.nl-publications_ddafee8e-3b34-4dca-95f7-59b1a40f6ff9;340508043;75614804;;;;
;238135462;07565976X;;;;
;277908159;75623633;;;;
;305977644;75602962;;;;
;26940970X;265436885;;;;
;240520823;96947381;;;;
;413236552;75660822;;;;
;22933119X;75608383;;;;
;254935893;75625512;;;;
;408138483;75622068;;;;
;41093173X;75615215;;;;
;342093916;75605902;;;;
rug-oai-pure.rug.nl-publications_a3fe31b1-2b08-4284-bc22-09bcf007511f;334479819;75616742;;;;
uu-oai-dspace.library.uu.nl-1874_268371;240934768;241425522;;;;
rug-oai-pure.rug.nl-publications_43cb19a1-1459-4f15-a83b-b1faf6f5347a;387624716;158564022;;;;
rug-oai-pure.rug.nl-publications_4176c4fb-dc43-40ef-acbf-aab53807fef5;314636579;75648598;;;;
;353734020;75619814;;;;
;329489399;75620847;;;;
;290431093;136927971;;;;
;306032376;75615304;;;;
;300925956;75609509;;;;
;408311762;18993588X;;;;
;328056170;75600382;;;;
;238916871;75625415;;;;
;240548124;292322593;;;;
;39703914X;75603829;;;;
;305333674;75684349;;;;
;289016509;34164854X;;;;
wur-oai-library.wur.nl-wurpubs_351454;298828065;75662981;;;;
wur-oai-library.wur.nl-wurpubs_351453;298828057;75660598;;;;
;401542602;75605384;;;;
;363962123;75618729;;;;
;218060750;75620170;;;;
;370798007;75657031;;;;
;245537112;75661624;;;;
eur-oai-repub.eur.nl-7457;264425502;75615355;;;;
;267568231;75658747;;;;
rug-oai-pure.rug.nl-publications_51bf52a7-6d58-4e9f-a265-e5eb4e0f3ef5;413534936;75661705;;;;
;217036880;75625512;;;;
;369514653;153872802;;;;
;300926227;75624613;;;;
;382786580;07561703X;;;;
;398018162;07565881X;;;;
;377040061;90998855;;;;
;230181139;75664321;;;;
wur-oai-library.wur.nl-wurpubs_122058;227739043;75688395;;;;
;228054095;75661829;;;;
;231025920;75652528;;;;
;345596005;75623226;;;;
;318101769;317767216;;;;
eur-oai-repub.eur.nl-7563;291396909;75627825;;;;
rug-oai-pure.rug.nl-publications_cbe3f462-82d5-4216-9f4b-2fe364456fd6;408054263;180964984;;;;
;32262858X;75615525;;;;
;275395189;75635003;;;;
ul-oai-openaccess.leidenuniv.nl-1887_23058;364453419;216265517;;;;
;382941314;07560566X;;;;
;403920450;75609509;;;;
;262857146;75612771;;;;
;295843179;75617269;;;;
uu-oai-dspace.library.uu.nl-1874_741;214202569;75658216;;;;
;271325437;203379888;;;;
;239498534;75599902;;;;
;370433475;75664984;;;;
;343549298;75599775;;;;
;226673294;07561605X;;;;
;362987459;75598884;;;;
ul-oai-openaccess.leidenuniv.nl-1887_32123;391159712;75625733;;;;
;410866016;75617773;;;;
;288217829;75664615;;;;
;297756389;75658046;;;;
;330617451;75624176;;;;
;391515500;75623544;;;;
;264783654;154073040;;;;
;222466480;75659700;;;;
rug-oai-pure.rug.nl-publications_ea0fc56f-a39a-4d38-8651-22b10fbd5f08;239288238;75663147;;;;
;327524774;75656868;;;;
;33788787X;07567954X;;;;
;296517097;75621258;;;;
rug-oai-pure.rug.nl-publications_fd6735f7-d381-4807-9458-82d7cafb06eb;380671735;75660180;;;;
;331561085;75666014;;;;
;274737191;229900682;;;;
;294685391;13705601X;;;;
;239491602;13705601X;;;;
;236451650;75664216;;;;
;385981058;153186607;;;;
tud-oai-tudelft.nl-uuid-7a814e01-21ab-4053-a4fe-56d19d57c528;228155703;96947381;;;;
eur-oai-repub.eur.nl-12620;312840810;75621290;;;;
;419217274;75659565;;;;
;23778503X;75602180;;;;
ul-oai-openaccess.leidenuniv.nl-1887_15971;329086464;75635054;;;;
rug-oai-pure.rug.nl-publications_54948566-8974-43ed-87e8-78434fa57ab5;395523206;75611791;;;;
;274136546;127306382;;;;
;41234887X;75598809;;;;
;276959191;07562172X;;;;
;393806871;75659581;;;;
;230352790;75648636;;;;
eur-oai-repub.eur.nl-10209;30322102X;75652021;;;;
;31444047X;267179693;;;;
;244773351;136927971;;;;
;370391675;75609789;;;;
;384016235;75613816;;;;
;315445297;75598558;;;;
;241568714;75673959;;;;
tud-oai-tudelft.nl-uuid-b30d21bb-c123-4d8c-b02f-cf6c1cb6dae8;279737904;75622505;;;;
;262444224;217578365;;;;
;339503424;75619989;;;;
;291398987;75618877;;;;
;230350461;07564861X;;;;
rug-oai-pure.rug.nl-publications_6234837d-ee50-4fc1-ab88-53228239585b;400652102;75660822;;;;
eur-oai-repub.eur.nl-10513;303999756;75613735;;;;
tud-oai-tudelft.nl-uuid-dd6d52a5-b091-44c1-ba45-f96c8c3c3590;413924475;75636778;;;;
;300357990;270934669;;;;
eur-oai-repub.eur.nl-7039;287931994;75688913;;;;
;240573129;175158614;;;;
tud-oai-tudelft.nl-uuid-00a2a9f9-8530-42d9-80bd-9e0c09571907;252089944;75664119;;;;
;296838160;191500151;;;;
;329121944;75662604;;;;
;333576349;75600234;;;;
;304131415;302322469;;;;
;23836206X;75609045;;;;
;357414187;90642074;;;;
;385955278;75614901;;;;
;296463507;75672529;;;;
;31577553X;75606283;;;;
;270031030;75648636;;;;
;216431751;319007294;;;;
;292639066;75659670;;;;
;238211347;75620596;;;;
;230415938;75605082;;;;
;269408932;07564861X;;;;
;411910841;75621827;;;;
;402391020;75605392;;;;
ul-oai-openaccess.leidenuniv.nl-1887_4426;296366358;75659697;;;;
;324427891;75605643;;;;
rug-oai-pure.rug.nl-publications_b613c465-1170-41ff-a83d-d890c9a535a9;411290363;75635283;;;;
;289027381;75636220;;;;
rug-oai-pure.rug.nl-publications_fe8def59-6c01-4b6f-9e40-7b07669f24ff;293104298;314850244;;;;
eur-oai-repub.eur.nl-17773;323551300;75613786;;;;
;328782289;75677857;;;;
ul-oai-openaccess.leidenuniv.nl-1887_4978;297568531;75665980;;;;
;420564640;75607956;;;;
;372555187;75617250;;;;
;237340070;75610922;;;;
;268937087;07562155X;;;;
;241046815;246139242;;;;
eur-oai-repub.eur.nl-51163;242145221;75612739;;;;
;302505644;75657775;;;;
;268238995;75610086;;;;
;419247645;75605597;;;;
;240246217;75600927;;;;
;323460992;75622793;;;;
rug-oai-pure.rug.nl-publications_a0fdd6d6-796d-41ec-b70f-e783d483879d;41122820X;75599120;;;;
rug-oai-pure.rug.nl-publications_28923d8b-c19a-4b16-a0ec-8c1a3d48dc4d;238834425;102048169;;;;
;238597032;75605716;;;;
;26798670X;258326514;;;;
rug-oai-pure.rug.nl-publications_66bbf5c2-8ea5-4e62-a44d-2773901c303a;343558831;75599589;;;;
;212878522;75607549;;;;
;26504071X;07562172X;;;;
;260815128;134808223;;;;
;271420189;75600099;;;;
;306661209;75626748;;;;
;239382420;75615274;;;;
