eur-oai-repub.eur.nl-26746;315396946;075623080;075609045;241546575;075628422;07568473X;075619814;075656590;153900660;075603691;075654741;075651696;075609045;07560146X;075609509;075684349;15383580X;075668904;155731181;075609290;
eur-oai-repub.eur.nl-30811;075616513;075658003;075609045;075619806;37834823X;075623080;102048169;075614863;158564022;075612127;075637162;075651378;075661705;075601419;07564861X;15383580X;121655849;075648547;331361752;075608510;
eur-oai-repub.eur.nl-30826;075605902;075607204;075666529;075604094;075619806;07564861X;075604132;075666537;158564022;075599309;07560129X;075606593;075611791;075636743;370912136;075635283;075680505;075612127;102048169;075658003;
eur-oai-repub.eur.nl-30829;075658003;267179693;37834823X;07564861X;089406516;075665980;075608510;075648547;370853911;075624613;075609045;075616513;075599120;075651378;121655849;075656590;07560289X;075647621;075680041;075611791;
eur-oai-repub.eur.nl-30838;075605902;07566450X;075607204;075666529;075604094;075619806;07564861X;075604132;075666537;158564022;075599309;07560129X;075606593;075611791;370912136;075635283;075680505;075612127;102048169;075658003;
eur-oai-repub.eur.nl-30840;07560129X;075605902;075658003;075615193;075604094;075601303;075666529;075652196;075658046;075599287;14543320X;075654016;075606593;102048169;075657627;180713000;07562415X;07567761X;158564022;075661705;
eur-oai-repub.eur.nl-30852;075609045;075656590;075623552;075622580;075658003;07562172X;075651696;07564861X;37834823X;07566450X;075623080;075635712;075606828;075659441;075647621;075603691;331361752;075619814;15383580X;075648547;
eur-oai-repub.eur.nl-31433;075619709;075658003;075609045;37834823X;075665778;24391041X;115151907;07564861X;075619695;075665980;075608510;075648547;370853911;075619717;075607743;075599252;174882149;075616513;075599120;075648539;
eur-oai-repub.eur.nl-31852;075604248;075663430;075658909;075658178;255802099;07565685X;075657627;075656892;075662981;075664909;277360307;075658895;297128736;22745944X;292486073;075658895;07561278X;277957672;075615622;26164419X;
eur-oai-repub.eur.nl-31870;075614871;075668262;075622017;075621983;075669854;075614863;075679817;204043565;241961777;075648334;075648504;075614855;075607204;075663821;07564861X;075600382;075608596;075621991;07564889X;075624168;
eur-oai-repub.eur.nl-31906;075660326;075605902;075659212;075619709;227696859;182795667;075604620;075607204;075666529;075604094;241689473;075648539;075619806;075625768;075619806;07564861X;075604132;37834823X;075599597;075666537;
eur-oai-repub.eur.nl-31963;075609045;07567954X;07566450X;075659441;075623080;174882149;075659816;075598558;075651696;075624613;15383580X;075603691;075677350;075657147;075598558;07567954X;331361752;323940382;075609045;371085454;
eur-oai-repub.eur.nl-31967;07560289X;370853911;370853911;07560289X;075665980;37834823X;370912136;075660164;075661705;158564022;37834823X;075616513;075660164;075665980;075618818;075618818;075637162;075609045;075623080;075651378;
eur-oai-repub.eur.nl-31968;075616513;075658003;075619806;37834823X;102048169;075614863;158564022;075612127;075637162;075651378;075661705;075601419;07564861X;121655849;075648547;075608510;075680041;075666529;075688409;075647621;
eur-oai-repub.eur.nl-31979;075616513;075605384;075658003;075619806;37834823X;102048169;075614863;158564022;075612127;075637162;075651378;075661705;075601419;07564861X;075609045;121655849;075648547;075626012;075608510;075680041;
eur-oai-repub.eur.nl-31980;075658003;07564861X;216028701;075637162;37834823X;075648547;075652021;075647621;075605902;075607204;075616513;075600099;075619970;075619806;121655849;075615193;075608510;075604094;370912136;075599120;
eur-oai-repub.eur.nl-31993;075614391;075617455;075607786;314342192;07566013X;07565881X;252310012;252310012;271526114;07564889X;07565721X;075669854;075663791;075614391;075647265;075619814;075607786;075663341;07566013X;155731181;
eur-oai-repub.eur.nl-31994;075604825;176920315;37834823X;315396946;075658755;07568893X;075658682;075658003;075603691;075648547;075663775;075609045;241546575;075647265;252074610;07560289X;075661322;075623080;075684365;37834823X;
eur-oai-repub.eur.nl-32006;075658003;07564861X;216028701;075637162;37834823X;075648547;075652021;075647621;075599201;075605902;075607204;242721591;075616513;075600099;075619970;075619806;121655849;075615193;075608510;075604094;
eur-oai-repub.eur.nl-32032;075623080;075656590;242721591;075664062;075657716;075624613;121730735;07562172X;075603691;075609045;15383580X;075623552;075622580;267164610;139111301;075606828;241689473;375561277;07560938X;075651696;
eur-oai-repub.eur.nl-32059;075600617;07566979X;26314349X;075605546;207229090;075660326;308000978;075687690;075659212;075627205;075651645;154134341;12224981X;075657929;075624591;075660431;075661926;075600048;075612097;075648873;
eur-oai-repub.eur.nl-32065;075619741;075658003;241689473;075648539;177171383;075599597;270910557;305836161;075619822;236400959;075663856;37834823X;075608391;159340721;126970432;158564022;07564861X;267179693;075607522;075607743;
eur-oai-repub.eur.nl-32479;330668420;26292062X;402091841;075637626;148622968;075646382;323079512;104237961;143284088;191274127;075649950;326059989;075637022;075670976;075632802;112195741;302482334;332498301;100104398;311461115;
eur-oai-repub.eur.nl-361;075613301;07565704X;07561331X;075687410;075614677;075615908;075603209;075660946;100253369;075658232;291539599;075659972;075658321;07561930X;075687984;075606984;075616963;075603551;07561247X;088227227;
eur-oai-repub.eur.nl-37557;292486073;075609045;075623080;075603691;075628333;075668904;075624613;07566450X;29153399X;075656590;242721591;075609045;07566450X;331361752;075656892;277360307;075658895;26164419X;075651696;292486073;
eur-oai-repub.eur.nl-37559;075604825;075663791;176920315;075647265;07568893X;075648504;075663775;075621916;075648334;075658755;075684365;216584116;075622025;075615487;075604833;252074610;075621991;075622009;075687712;075658682;
eur-oai-repub.eur.nl-37779;328937495;216389194;212888374;075665352;402345843;341664405;276880447;07562365X;17691028X;075658275;216584116;075601281;075625369;398513147;075600463;075647265;075665352;075633140;308329961;291927025;
eur-oai-repub.eur.nl-37863;075658666;075635593;075659972;075603195;126610908;075684659;075610124;075625229;19134740X;075624435;075659174;075683245;123281172;075664356;075612895;075610108;203379888;075614766;075603713;395509505;
eur-oai-repub.eur.nl-37953;075611198;075657775;075658488;075663139;075660962;075659816;321640241;323940382;263505294;075661039;264121368;075657147;371085454;075613786;29139731X;315396946;075609045;267179693;237788888;075628422;
eur-oai-repub.eur.nl-37956;292486073;26164419X;297128736;075656892;075658895;075601486;075628333;075663880;075615622;139111301;07565685X;075658909;29153399X;075658321;189868236;075663430;277957672;075664909;277360307;258321415;
eur-oai-repub.eur.nl-39613;075620030;075648539;236400959;07566450X;075609045;159340721;075660180;075659441;189090367;075663864;075609029;075656590;075605171;37834823X;075624613;075598558;37834823X;370853911;075599597;075651696;
eur-oai-repub.eur.nl-39619;075603691;075619814;075668904;075623080;075610086;075609509;075661446;07560146X;07566450X;29153399X;315396946;075651696;075603691;075651696;075609045;153900660;075619814;075656590;075609045;075607492;
eur-oai-repub.eur.nl-39804;075598558;075609487;07566450X;075659441;292322593;075609029;31537800X;075601451;297128736;075622661;189868236;075624613;075601486;075648768;075609045;075658895;075664062;075657147;189671599;07567954X;
eur-oai-repub.eur.nl-39853;075603772;075609045;264121368;075623552;075606895;075656590;07562172X;15383580X;155731181;07568473X;075622580;121683281;075606828;075628422;075623412;075621290;075605392;315396946;371085454;075635712;
eur-oai-repub.eur.nl-40175;075663430;075656892;075658895;07565685X;292486073;075615622;26164419X;075610620;075662981;075658909;258321415;22745944X;075615738;277957672;242597815;075604310;15438125X;07560938X;075604248;075658437;
eur-oai-repub.eur.nl-40239;075610264;07561913X;075615959;075626241;075605112;126967369;075607859;075605864;075617714;07560874X;075626411;075620448;075618621;239746406;075626004;075610647;075601559;075612364;075606100;075615983;
eur-oai-repub.eur.nl-41238;075611813;341650080;075671883;075626616;075659212;075660326;291283705;075617102;075625652;075618400;075604515;075613891;375522018;075628716;075611724;075646978;075613883;075652986;075660334;07568764X;
eur-oai-repub.eur.nl-41241;075658003;07564861X;216028701;075637162;37834823X;297128736;075648547;075652021;292486073;075647621;297128736;075605902;075607204;075616513;075600099;075619970;075619806;292486073;121655849;075615193;
eur-oai-repub.eur.nl-41585;075652021;075604094;075658046;075615193;075637162;075626012;075658003;102048169;075648547;075600099;075661705;370912136;075666529;216028701;075605902;075606593;075605384;180713000;158564022;075599759;
eur-oai-repub.eur.nl-50077;075616955;075615908;17691028X;075600447;075616963;075657260;175123853;075627248;075625342;292394365;075599953;075614170;075613301;249346974;305527037;075618494;224219510;075619857;075689278;216265517;
eur-oai-repub.eur.nl-50200;075610086;075603691;075604248;075619814;075661446;075623080;075609509;075626012;075615193;075614146;075600099;075651696;315396946;07560146X;075628422;191737771;075658046;075668904;315396946;075652021;
eur-oai-repub.eur.nl-51163;075608510;07564861X;37834823X;075608510;370853911;07560289X;075625695;075660164;07564861X;075665980;37834823X;075611791;370853911;075680041;075607204;075658003;07560289X;075660164;291506313;075611791;
eur-oai-repub.eur.nl-51201;292486073;075623080;075661705;075637162;370912136;075609045;075609045;075623080;102048169;158564022;075604094;075656590;075652021;241689473;075666529;075603691;075658003;075657627;075619806;075651696;
eur-oai-repub.eur.nl-51215;315396946;075628422;075626012;075615193;075600099;191737771;075657708;13705601X;075658046;241546575;075652021;075623080;075604094;102048169;075603691;075666529;075651696;075684349;07568473X;22745944X;
eur-oai-repub.eur.nl-51234;075658003;37834823X;07564861X;075665980;075608510;075648547;370853911;075624613;075616513;075599120;075651378;121655849;07560289X;075647621;075680041;075611791;075607204;075599201;227450655;075648539;
eur-oai-repub.eur.nl-51291;075599287;102048169;075666529;267104944;07562074X;075658046;075604094;075615193;075652196;075652021;24182625X;075605236;075657627;075601346;075626012;075605384;075599759;075605600;075658593;075600099;
eur-oai-repub.eur.nl-51319;075605902;075607204;075666529;075604094;075619806;07564861X;075604132;075666537;158564022;075599309;07560129X;075606593;075611791;370912136;075635283;075680505;075612127;102048169;075658003;075637162;
eur-oai-repub.eur.nl-51334;075609045;194449335;241689473;075648539;075656590;236400959;075623080;075624613;075651696;29139731X;121730735;075603691;370912136;331361752;075647621;216028701;07566450X;075619741;15383580X;075657716;
eur-oai-repub.eur.nl-51339;370853911;075658003;37834823X;075647621;07564861X;07560289X;37834823X;075660164;075658003;075619806;075665980;216028701;075616513;075599309;075680041;075680041;07564861X;075677504;075637162;075611791;
eur-oai-repub.eur.nl-51342;075652196;075666529;075609487;370912136;075657627;075604094;102048169;075637162;180713000;075658046;075605902;075652021;07567761X;075615193;075661705;075626012;075599759;075600099;24182625X;075606593;
eur-oai-repub.eur.nl-51639;297128736;292486073;292486073;297128736;26164419X;075658909;258321415;07560938X;075656892;075623080;291506313;075658895;07566450X;26164419X;07566450X;07566450X;075623080;277360307;075664062;237788888;
eur-oai-repub.eur.nl-51666;075603691;075610086;075651696;075623080;075619814;075614146;075609045;07560146X;075661446;075609509;075658003;315396946;24391041X;075668904;075607492;07566450X;37834823X;153900660;075647621;075628449;
eur-oai-repub.eur.nl-51677;075605384;183415280;075626012;075635178;075619814;075609045;075666529;075616513;075607670;075647265;197228631;075609045;075601419;075637162;075661322;075605384;075614871;102048169;075623080;075659441;
eur-oai-repub.eur.nl-51683;075625776;075664844;075600633;075600641;075628392;075657376;075661225;075635593;075664372;07560065X;075651475;075619709;075611864;075612127;075643588;075677350;174882149;075687690;075627086;229390315;
eur-oai-repub.eur.nl-51699;075604035;075609045;075685310;075606003;075656590;075625717;075663163;075663856;075607514;075651696;075658593;07562172X;075609290;075619814;075609975;075599066;075651564;075625504;075664755;392661195;
eur-oai-repub.eur.nl-51700;075605384;075626012;075658666;075666529;075616513;075601419;075637162;075614871;102048169;075652021;075668262;204043565;075605902;075635518;075647621;075600099;271526114;075615193;216028701;075612127;
eur-oai-repub.eur.nl-51703;075630591;075605384;07566450X;075626012;31537800X;075666529;075609045;075616513;075668904;075659816;075601419;075637162;075623080;075614871;102048169;075652021;075668262;29153399X;204043565;075605902;
eur-oai-repub.eur.nl-51705;075600617;075646978;271526114;215818687;252310012;075648504;301076766;075660032;075614391;241961777;292009585;075661179;075661934;075687690;297132466;191747041;075614391;252310012;290972884;07561765X;
eur-oai-repub.eur.nl-6668;075603756;29153399X;29153399X;277360307;075599201;22745944X;075623080;075603691;075599201;075668904;29153399X;277360307;22745944X;331361752;191737771;075651696;24391041X;315396946;075664909;075656892;
eur-oai-repub.eur.nl-6770;212687778;075658666;075615797;075676206;075659158;075616343;07562351X;212687689;075658666;212687689;326697470;075689855;212687778;075665948;075676206;075620553;075663856;075604167;075620405;227580532;
eur-oai-repub.eur.nl-6898;249333198;224370049;188301097;224216317;07911136X;075642190;401400301;249346974;275817806;408468459;075638924;175123853;220361479;182765520;250098067;304553336;250091186;103787933;078766125;075688069;
eur-oai-repub.eur.nl-6905;075663139;075611198;075658488;323940382;26164419X;075657775;075659816;371085454;07565685X;075657147;264121368;075658895;29139731X;321640241;263505294;075660962;075661039;237788888;075613786;315396946;
eur-oai-repub.eur.nl-6925;07562219X;075603195;075608162;302322469;163153388;075658291;161914527;075659972;302322469;075603195;075605163;07562589X;075618583;075658321;075609452;075658321;141004967;075658666;075686899;075603225;
eur-oai-repub.eur.nl-6935;075663864;165977477;075658178;242732836;075604248;075653451;363409645;075664100;292486073;241503647;075663430;297128736;291506313;075658909;075659182;075653370;075615274;375516816;075655047;075605074;
eur-oai-repub.eur.nl-6955;075662167;075619539;395509505;22937932X;163153388;07561765X;161914527;075688956;075663120;07562219X;075687623;075664313;075603195;07564634X;101873360;252144422;402184769;07561765X;075636220;183865588;
eur-oai-repub.eur.nl-7039;075688913;089406516;075620588;170063852;236400959;075658232;174882149;075687984;075620499;393656896;075658321;075619709;075659972;075617609;075657716;075605171;075609045;075605007;174882149;075613603;
eur-oai-repub.eur.nl-7088;075617250;075663864;37834823X;170063852;075658003;375516816;075665980;07560289X;075663864;370853911;075660164;07564861X;204375886;189090367;075651378;075677504;075647621;241503647;189090367;075615274;
eur-oai-repub.eur.nl-7161;255802099;075609045;075623080;15383580X;075651696;075658909;075677857;075625229;075603691;075668904;331361752;07566450X;315396946;075619814;331363836;075624613;075614146;241546575;264121368;371085454;
eur-oai-repub.eur.nl-7214;075604248;075624613;075609045;075656590;075663430;242721591;194449335;075657716;15383580X;075623080;075603691;075658895;07560938X;075651696;267179693;315396946;242721591;242721591;371085454;07565685X;
eur-oai-repub.eur.nl-7255;075663139;075611198;075658488;323940382;075657775;075659816;371085454;075657147;264121368;29139731X;321640241;263505294;075660962;075661039;237788888;075613786;229390315;315396946;255802099;07566450X;
eur-oai-repub.eur.nl-7326;075635593;173554237;123281172;239541189;075663120;075614545;306652005;07561765X;075612895;207318727;075680114;395509505;075685396;075627825;075600447;09004147X;075616734;075627817;075606178;075656868;
eur-oai-repub.eur.nl-7339;075604248;075663430;075658909;075658178;255802099;286857782;298939150;07565685X;315396946;075628422;075657627;286857782;075656892;075614146;075668904;298939673;075675579;07560146X;15383580X;241546575;
